Model,Parameters,explained_variance_score,max_error,mean_absolute_error,mean_squared_error,median_absolute_error,r2_score
ARIMA,"p: 0, d: 0, q: 0",-0.00017633502695946207,24.97557744152932,0.5393999233899108,1.5617908192296808,0.2882581481618561,-0.00019993772257831388
ARIMA,"p: 0, d: 0, q: 1",0.13730040321926373,25.083496504881808,0.5366255626749157,1.3471617602734598,0.28013407041540195,0.13725251029946214
ARIMA,"p: 0, d: 0, q: 2",0.13616053930887273,25.084547207399265,0.5367982820056608,1.3489474862025417,0.27836833906024394,0.13610889814534666
ARIMA,"p: 0, d: 1, q: 0",-1.738864216218479,45.0299375189734,0.898696181091422,4.276678929806257,0.5138104157726114,-1.7388648637091368
ARIMA,"p: 0, d: 1, q: 1",-0.0007503958006451763,25.022899505417342,0.5405164895606535,1.5637799189196937,0.2940055500508507,-0.001473794222167646
ARIMA,"p: 0, d: 2, q: 0",-7.970215195380678,69.70319904691581,1.6344291202305998,14.006801571118276,0.9454244614086458,-7.970216681152563
ARIMA,"p: 0, d: 2, q: 1",-1.7398191376404228,45.038948111130935,0.8988589668809905,4.278169932436641,0.5139240003068606,-1.7398197295718971
ARIMA,"p: 1, d: 0, q: 0",0.12004568253937485,25.052918179950773,0.5378804519062679,1.374098351926509,0.285158954427412,0.12000181516019448
ARIMA,"p: 1, d: 0, q: 1",0.1360132768116702,25.084651185529214,0.5368165234930082,1.3491782604814306,0.2782852214370664,0.13596110599768466
ARIMA,"p: 1, d: 1, q: 0",-0.6435780368090362,30.15026227140907,0.7363083072089951,2.5664120341989403,0.4183044956895221,-0.6435780804770868
ARIMA,"p: 1, d: 2, q: 0",-3.1109380798268225,51.86733904700657,1.1711069317584826,6.4191431299677575,0.6728965963958029,-3.1109388528694266
ARIMA,"p: 2, d: 0, q: 0",0.13277464958459506,25.07900327677217,0.5373632658070393,1.3542319415600177,0.28147910718181457,0.1327246344818861
ARIMA,"p: 2, d: 0, q: 1",0.1357250958659627,25.08227759266785,0.5367904554485765,1.3496317439927503,0.2798730950584234,0.1356706867083689
ARIMA,"p: 2, d: 1, q: 0",-0.3335479887282242,24.76381864422545,0.6769095463212523,2.0823068112248126,0.3853559745783861,-0.3335480765174532
ARIMA,"p: 2, d: 2, q: 0",-1.813840962413317,42.210341862619984,0.989055590354344,4.393752810750524,0.5975942711288309,-1.8138411582215808
ARIMA,"p: 4, d: 0, q: 0",0.1346797143399706,25.08156967994595,0.5371572739392957,1.3512676644811537,0.2816216809412287,0.134623012749428
ARIMA,"p: 4, d: 0, q: 1",0.13418997366203236,25.0613850427692,0.5377487340738553,1.35203053618372,0.27966133225866274,0.134134455498353
ARIMA,"p: 4, d: 0, q: 2",0.13435346765273304,25.05023513701768,0.5392459400349059,1.3517818644993924,0.2813749001801129,0.1342937094778972
ARIMA,"p: 4, d: 1, q: 0",-0.104097252688369,25.064084548607262,0.6269011604658733,1.7240243267582944,0.3548272312352144,-0.1040972984502262
ARIMA,"p: 4, d: 1, q: 1",0.1352551520928753,25.149718805549217,0.5378288299066353,1.353046763739833,0.28872285214522275,0.13348364443849706
Linear Regression,"window_size: 0, normalize: True",0.11118206630632554,24.811790768246727,0.5362154198863458,1.389042667681953,0.2974537460312976,0.11043119692895532
Linear Regression,"window_size: 0, normalize: True",0.11118206630632554,24.811790768246727,0.5362154198863458,1.389042667681953,0.2974537460312976,0.11043119692895532
Linear Regression,"window_size: 0, normalize: False",0.11118206630632554,24.811790768246727,0.5362154198863458,1.389042667681953,0.2974537460312976,0.11043119692895532
Linear Regression,"window_size: 1, normalize: True",0.07670317716107444,24.78912521220367,0.5484081133443844,1.4417869617413064,0.3049977185339263,0.07607556195672127
Linear Regression,"window_size: 1, normalize: False",0.07670317716107444,24.78912521220367,0.5484081133443844,1.4417869617413064,0.3049977185339263,0.07607556195672127
Linear Regression,"window_size: 2, normalize: True",0.07556491474438409,24.799020037393674,0.5548160250657536,1.4425985318797494,0.31508872133007504,0.07555549241524895
Linear Regression,"window_size: 2, normalize: False",0.07556491474438409,24.799020037393674,0.5548160250657536,1.4425985318797494,0.31508872133007504,0.07555549241524895
Linear Regression,"window_size: 3, normalize: True",0.06143920570423389,24.886894598698873,0.5628160689537846,1.464693623248362,0.3160446522756848,0.06139653868771256
Linear Regression,"window_size: 3, normalize: False",0.06143920570423389,24.886894598698873,0.5628160689537846,1.464693623248362,0.3160446522756848,0.06139653868771256
Linear Regression,"window_size: 5, normalize: True",0.03715314749831633,25.110598257872496,0.5724535606983577,1.5045435629252149,0.3123209149136643,0.035859941326943263
Linear Regression,"window_size: 5, normalize: False",0.03715314749831633,25.110598257872496,0.5724535606983577,1.5045435629252149,0.3123209149136643,0.035859941326943263
Linear Regression,"window_size: 8, normalize: True",-0.031951330135777,25.12007107301038,0.6051247078116295,1.6114852364516652,0.3446210198605777,-0.031952290787543136
Linear Regression,"window_size: 8, normalize: False",-0.031951330135777,25.12007107301038,0.6051247078116295,1.6114852364516652,0.3446210198605777,-0.031952290787543136
Linear Regression,"window_size: 13, normalize: True",-0.060787148295884386,25.02432458859394,0.6420949087126913,1.658468988267234,0.3652295102647254,-0.06129185964775296
Linear Regression,"window_size: 13, normalize: False",-0.060787148295884386,25.02432458859394,0.6420949087126913,1.658468988267234,0.3652295102647254,-0.06129185964775296
Linear Regression,"window_size: 21, normalize: True",-0.24403017293377305,25.192609232151757,0.7105701914293112,1.947059708192473,0.4102338472787364,-0.2443024300307204
Linear Regression,"window_size: 21, normalize: False",-0.2440297177256168,25.190572183811913,0.7106504191381259,1.9471624987699847,0.4100242394198128,-0.24436812014019396
Linear Regression,"window_size: 0, normalize: True rolling approach",0.11538770120184616,24.842097476768302,0.5323895419514654,1.3814332702407066,0.293383095784832,0.11530439681791038
Linear Regression,"window_size: 0, normalize: False rolling approach",0.11538770120184616,24.842097476768302,0.5323895419514654,1.3814332702407066,0.293383095784832,0.11530439681791038
Linear Regression,"window_size: 1, normalize: True rolling approach",0.10027830254728043,24.81449696212475,0.5414787993196588,1.4040705081848353,0.2992701983449888,0.10024498093597312
Linear Regression,"window_size: 1, normalize: False rolling approach",0.10027830254728043,24.81449696212475,0.5414787993196588,1.4040705081848353,0.2992701983449888,0.10024498093597312
Linear Regression,"window_size: 2, normalize: True rolling approach",0.09954451084032545,24.808327304778913,0.5469461476401438,1.4053250640059383,0.3072048967025123,0.09944103776491908
Linear Regression,"window_size: 2, normalize: False rolling approach",0.09954451084032545,24.808327304778913,0.5469461476401438,1.4053250640059383,0.3072048967025123,0.09944103776491908
Linear Regression,"window_size: 3, normalize: True rolling approach",0.09085849323576256,24.882895278861938,0.5527181977162311,1.4189354008096124,0.30638831380235354,0.09071927573169392
Linear Regression,"window_size: 3, normalize: False rolling approach",0.09085849323576256,24.882895278861938,0.5527181977162311,1.4189354008096124,0.30638831380235354,0.09071927573169392
Linear Regression,"window_size: 5, normalize: True rolling approach",0.08057426582573946,25.0500860943837,0.559615596278311,1.4353616885505005,0.31535927677120057,0.08019299891489728
Linear Regression,"window_size: 5, normalize: False rolling approach",0.08057426582573946,25.0500860943837,0.559615596278311,1.4353616885505005,0.31535927677120057,0.08019299891489728
Linear Regression,"window_size: 8, normalize: True rolling approach",0.03940231273329975,25.069180751867762,0.5858115110908166,1.5003709138227241,0.3358770251505314,0.039202366532633426
Linear Regression,"window_size: 8, normalize: False rolling approach",0.03940231273329975,25.069180751867762,0.5858115110908166,1.5003709138227241,0.3358770251505314,0.039202366532633426
Linear Regression,"window_size: 13, normalize: True rolling approach",0.004403931508734638,24.983550509655302,0.6189549228955691,1.555865740197785,0.3595650055985349,0.004366282120273457
Linear Regression,"window_size: 13, normalize: False rolling approach",0.004403931508734638,24.983550509655302,0.6189549228955691,1.555865740197785,0.3595650055985349,0.004366282120273457
Linear Regression,"window_size: 21, normalize: True rolling approach",-0.12090018467855823,25.136188637996483,0.6752317795092208,1.7540686814793187,0.409690308923746,-0.12096815193802057
Linear Regression,"window_size: 21, normalize: False rolling approach",-0.12090018467855823,25.136188637996483,0.6752317795092208,1.7540686814793187,0.409690308923746,-0.12096815193802057
